fecha;afp;tipo_de_fondo;tipo_de_instrumento;nemotecnico_del_instrumento;nombre_del_emisor;nacionalidad_del_emisor;unidad_de_reajuste_de_moneda;unidades;precio;inversion;grupo_economico;moneda_contrato_forward;moneda_objeto_forward;precio_ejercicio_forward;plazo_economico;tasa_pactada_del_fondo_swap;tasa_pactada_de_la_contraparte_swap
20170131;cup;B;ETFA;US81369Y6059;SELECT SECT SPDR F FINANCIAL;E;US$;178541;15222.4902;2717838622.8;;;;;;;
20170131;cap;B;ETFA;US81369Y6059;SELECT SECT SPDR F FINANCIAL;E;US$;651500;15222.4902;9917452365.3;;;;;;;
20170131;cup;B;ETFA;US4642877884;ISHARES TRUST ISHARES US FINANCIALS ETF;E;US$;3909;66392.3784;259527807.17;;;;;;;
20170131;pli;B;ETFA;US4642877884;ISHARES TRUST ISHARES US FINANCIALS ETF;E;US$;3911;66392.3784;259660591.92;;;;;;;
20170131;pli;B;ETFA;US4642876225;ISHARES TRUST ISHARES RUSSELL 1000 ETF;E;US$;11093;82335.1143;913343422.93;;;;;;;
20170131;cap;B;ETFA;US4642876225;ISHARES TRUST ISHARES RUSSELL 1000 ETF;E;US$;1506;82335.1143;123996682.14;;;;;;;
20170131;hab;B;ETFA;US4642872000;ISHARES TRUST ISHARES CORE S&P 500 ETF;E;US$;501597;148610.6961;74542679331.67;;;;;;;
20170131;prv;B;ETFA;US4642872000;ISHARES TRUST ISHARES CORE S&P 500 ETF;E;US$;508756;148610.6961;75606583305.05;;;;;;;
20170131;pli;B;ETFA;US4642872000;ISHARES TRUST ISHARES CORE S&P 500 ETF;E;US$;53408;148610.6961;7937000057.31;;;;;;;
20170131;cap;B;ETFA;US4642872000;ISHARES TRUST ISHARES CORE S&P 500 ETF;E;US$;314547;148610.6961;46745048626.17;;;;;;;
20170131;mod;B;ETFA;US4642872000;ISHARES TRUST ISHARES CORE S&P 500 ETF;E;US$;254022;148610.6961;37750386244.71;;;;;;;
20170131;hab;B;ETFA;US4642873909;ISHARES S&P LATIN AMERICA 40 INDEX FUND;E;US$;162500;19680.2271;3198036903.75;;;;;;;
20170131;hab;B;ETFA;US4642878049;ISHARES S&P SMALLCAP 600 INDEX FUND;E;US$;1009452;44058273;44474711796.4;;;;;;;
20170131;cup;B;ETFA;US4642878049;ISHARES S&P SMALLCAP 600 INDEX FUND;E;US$;273062;44058273;12030640141.93;;;;;;;
20170131;cap;B;ETFA;US4642878049;ISHARES S&P SMALLCAP 600 INDEX FUND;E;US$;203352;44058273;8959337931.1;;;;;;;
20170131;prv;B;ETFA;US4642876555;ISHARES RUSSEL 2000 INDEX FUND;E;US$;44544;87136.7523;3881419494.45;;;;;;;
20170131;cup;B;ETFA;US4642876555;ISHARES RUSSEL 2000 INDEX FUND;E;US$;30764;87136.7523;2680675047.76;;;;;;;
20170131;pli;B;ETFA;US4642876555;ISHARES RUSSEL 2000 INDEX FUND;E;US$;66587;87136.7523;5802174925.4;;;;;;;
20170131;cap;B;ETFA;US4642876555;ISHARES RUSSEL 2000 INDEX FUND;E;US$;257387;87136.7523;22427867264.24;;;;;;;
20170131;pli;B;ETFA;US4642871010;I SHARES S&P 100 INDEX FUND;E;US$;10734;65458.0056;702626232.11;;;;;;;
20170131;prv;B;CMEV;US2332038197;DFA INVESTMENT DIMENSIONS GROUP INC. U.S. SMALL CAP VALUE PORTFOLIO;E;US$;871313453;24040.6335;20946927387.19;;;;;;;
20170131;pli;B;CMEV;US2332038197;DFA INVESTMENT DIMENSIONS GROUP INC. U.S. SMALL CAP VALUE PORTFOLIO;E;US$;62563611;24040.6335;1504068842.49;;;;;;;
20170131;cap;B;CMEV;US2332038197;DFA INVESTMENT DIMENSIONS GROUP INC. U.S. SMALL CAP VALUE PORTFOLIO;E;US$;295359005;24040.6335;7100617590.13;;;;;;;
20170131;mod;B;CMEV;US2332038197;DFA INVESTMENT DIMENSIONS GROUP INC. U.S. SMALL CAP VALUE PORTFOLIO;E;US$;219919417;24040.6335;5287002103.63;;;;;;;
20170131;prv;B;CMEV;US2332038270;DFA INVESTMENT DIMENSIONS GROUP INC US LARGE CAP VALUE PORTFOLIO;E;US$;594106826;23125.7268;13739152148.09;;;;;;;
20170131;cup;B;CMEV;US2332038270;DFA INVESTMENT DIMENSIONS GROUP INC US LARGE CAP VALUE PORTFOLIO;E;US$;829342246;23125.7268;19179142204.69;;;;;;;
20170131;pli;B;CMEV;US2332038270;DFA INVESTMENT DIMENSIONS GROUP INC US LARGE CAP VALUE PORTFOLIO;E;US$;62356423;23125.7268;1442037602.52;;;;;;;
20170131;cap;B;CMEV;US2332038270;DFA INVESTMENT DIMENSIONS GROUP INC US LARGE CAP VALUE PORTFOLIO;E;US$;359244352;23125.7268;8307786738.8;;;;;;;
20170131;mod;B;CMEV;US2332038270;DFA INVESTMENT DIMENSIONS GROUP INC US LARGE CAP VALUE PORTFOLIO;E;US$;487205992;23125.7268;11266992666.31;;;;;;;
20170131;prv;B;ETFA;US78462F1030;SPDR S&P 500 ETF TRUST;E;US$;313081;147650.3685;46226525020.35;;;;;;;
20170131;cup;B;ETFA;US78462F1030;SPDR S&P 500 ETF TRUST;E;US$;421173;147650.3685;62186348652.25;;;;;;;
20170131;pli;B;ETFA;US78462F1030;SPDR S&P 500 ETF TRUST;E;US$;110673;147650.3685;16340909233;;;;;;;
20170131;cap;B;ETFA;US78462F1030;SPDR S&P 500 ETF TRUST;E;US$;499568;147650.3685;73761399290.81;;;;;;;
20170131;mod;B;ETFA;US78462F1030;SPDR S&P 500 ETF TRUST;E;US$;213623;147650.3685;31541514670.08;;;;;;;
20170131;hab;B;CMEV;US9229083970;VANGUARD INDEX FUNDS VANGUARD SMALL CAP INDEX FUND;E;US$;162448.18;116867.9757;18984989952.75;;;;;;;
20170131;cup;B;CMEV;US2332035870;DFA INVESTMENT DIMENSIONS GROUP INC. EMERGING MARKETS VALUE PORTFOLIO;E;US$;522759349;16559.1624;8656456956.21;;;;;;;
20170131;mod;B;CMEV;US2332035870;DFA INVESTMENT DIMENSIONS GROUP INC. EMERGING MARKETS VALUE PORTFOLIO;E;US$;187153557;16559.1624;3099106144.1;;;;;;;
20170131;prv;B;CMEV;US25434D8231;DIMENSIONAL INVESTMENT GROUP INC US LARGE COMPANY PORTFOLIO;E;US$;1794243602;11517.4425;20665097517.03;;;;;;;
20170131;cup;B;CMEV;US25434D8231;DIMENSIONAL INVESTMENT GROUP INC US LARGE COMPANY PORTFOLIO;E;US$;1964776718;11517.4425;22629202874.9;;;;;;;
20170131;pli;B;CMEV;US25434D8231;DIMENSIONAL INVESTMENT GROUP INC US LARGE COMPANY PORTFOLIO;E;US$;338836206;11517.4425;3902526519.52;;;;;;;
20170131;cap;B;CMEV;US25434D8231;DIMENSIONAL INVESTMENT GROUP INC US LARGE COMPANY PORTFOLIO;E;US$;1479234331;11517.4425;17036996351.32;;;;;;;
20170131;mod;B;CMEV;US25434D8231;DIMENSIONAL INVESTMENT GROUP INC US LARGE COMPANY PORTFOLIO;E;US$;2792971864;11517.4425;32167892847.74;;;;;;;
20170131;hab;B;CMEV;US2332035953;DFA INVESTMENT DIMENSIONS GROUP INC. U.S. TARGETED VALUE PORTFOLIO;E;US$;416666667;15572.88;6488700005.19;;;;;;;
20170131;prv;B;CMEV;US2332035953;DFA INVESTMENT DIMENSIONS GROUP INC. U.S. TARGETED VALUE PORTFOLIO;E;US$;1123614238;15572.88;17497909694.67;;;;;;;
20170131;cup;B;CMEV;US2332035953;DFA INVESTMENT DIMENSIONS GROUP INC. U.S. TARGETED VALUE PORTFOLIO;E;US$;961922672;15572.88;14979906340.34;;;;;;;
20170131;pli;B;CMEV;US2332035953;DFA INVESTMENT DIMENSIONS GROUP INC. U.S. TARGETED VALUE PORTFOLIO;E;US$;99470616;15572.88;1549043966.49;;;;;;;
20170131;cap;B;CMEV;US2332035953;DFA INVESTMENT DIMENSIONS GROUP INC. U.S. TARGETED VALUE PORTFOLIO;E;US$;448643949;15572.88;6986678380.5;;;;;;;
20170131;prv;B;CMEV;US9229088680;VANGUARD INDEX FUNDS VANGUARD GROWTH INDEX FUND;E;US$;45755099;38549.3667;1763830089.75;;;;;;;
20170131;pli;B;CMEV;US9229088680;VANGUARD INDEX FUNDS VANGUARD GROWTH INDEX FUND;E;US$;6750.55;38549.3667;260229427.38;;;;;;;
20170131;cap;B;CMEV;US9229088680;VANGUARD INDEX FUNDS VANGUARD GROWTH INDEX FUND;E;US$;103069677;38549.3667;3973270774.32;;;;;;;
20170131;pli;B;ETFA;US4642871846;ISHARES FTSE/XINHUA CHINA 25 INDEX FUND;E;US$;34585;23800.5516;823142077.09;;;;;;;
20170131;cap;B;ETFA;US4642871846;ISHARES FTSE/XINHUA CHINA 25 INDEX FUND;E;US$;353500;23800.5516;8413494990.6;;;;;;;
20170131;hab;B;ETFA;US4642872349;ISHARES MSCI EMERGING MARKETS ETF;E;US$;447925;24183.3849;10832342681.33;;;;;;;
20170131;cup;B;ETFA;US4642872349;ISHARES MSCI EMERGING MARKETS ETF;E;US$;213543;24183.3849;5164192561.7;;;;;;;
20170131;pli;B;ETFA;US4642872349;ISHARES MSCI EMERGING MARKETS ETF;E;US$;263672;24183.3849;6376481463.35;;;;;;;
20170131;cap;B;ETFA;US4642872349;ISHARES MSCI EMERGING MARKETS ETF;E;US$;657681;24183.3849;15904952764.42;;;;;;;
20170131;mod;B;ETFA;US4642872349;ISHARES MSCI EMERGING MARKETS ETF;E;US$;44096;24183.3849;1066390540.55;;;;;;;
20170131;cap;B;EBC;GB00B7Z53659;GOVERNMENT OF UNITED KINGDOM;E;GBP;100000;882.42545;88242545;;;;;2242;;
20170131;prv;B;CMEV;GB00BY2ZMR17;BARING EUROPE SELECT TRUST;E;EUR;150921.64;28275597;4267399471.22;;;;;;;
20170131;cup;B;CMEV;GB00BY2ZMR17;BARING EUROPE SELECT TRUST;E;EUR;47162.92;28275597;1333559719.26;;;;;;;
20170131;prv;B;CMEV;GB00B0MY7207;BNY MELLON INVESTMENT FUNDS NEWTON ASIAN INCOME FUND;E;GBP;9279446264;2894.38011;26858244698.34;;;;;;;
20170131;cup;B;CMEV;GB00B0MY7207;BNY MELLON INVESTMENT FUNDS NEWTON ASIAN INCOME FUND;E;GBP;4800793821;2894.38011;13895322147.71;;;;;;;
20170131;pli;B;CMEV;GB00B0MY7207;BNY MELLON INVESTMENT FUNDS NEWTON ASIAN INCOME FUND;E;GBP;656149289;2894.38011;1899145451.27;;;;;;;
20170131;cap;B;CMEV;GB00B0MY7207;BNY MELLON INVESTMENT FUNDS NEWTON ASIAN INCOME FUND;E;GBP;9831097759;2894.38011;28454933813.12;;;;;;;
20170131;mod;B;CMEV;GB00B0MY7207;BNY MELLON INVESTMENT FUNDS NEWTON ASIAN INCOME FUND;E;GBP;2624250845;2894.38011;7595579449.42;;;;;;;
20170131;hab;B;CMED;IE0002460974;PIMCO FUNDS GLOBAL INVESTORS SERIES PLC. HIGH YIELD BOND FUND;E;US$;1505102.2263;20290.1649;30538772362.98;;;;;;;
20170131;prv;B;CMED;IE0002460974;PIMCO FUNDS GLOBAL INVESTORS SERIES PLC. HIGH YIELD BOND FUND;E;US$;1339434319;20290.1649;27177343205.23;;;;;;;
20170131;pli;B;CMED;IE0002460974;PIMCO FUNDS GLOBAL INVESTORS SERIES PLC. HIGH YIELD BOND FUND;E;US$;62438495;20290.1649;1266887359.66;;;;;;;
20170131;cap;B;CMED;IE0002460974;PIMCO FUNDS GLOBAL INVESTORS SERIES PLC. HIGH YIELD BOND FUND;E;US$;1730681132;20290.1649;35115805557.6;;;;;;;
20170131;mod;B;CMED;IE0002460974;PIMCO FUNDS GLOBAL INVESTORS SERIES PLC. HIGH YIELD BOND FUND;E;US$;344466841;20290.1649;6989289006.47;;;;;;;
20170131;pli;B;CMED;IE0030759645;PIMCO GLOBAL INVESTORS SERIES PLC EMERGING MARKETS BOND FUND;E;US$;8773.42;28044.1614;246043206.51;;;;;;;
20170131;hab;B;CMEV;LU0048573645;FIDELITY FUNDS ASEAN FUND;E;US$;71125.8335;18518.7498;1317161514.9;;;;;;;
20170131;prv;B;CMEV;LU0048573645;FIDELITY FUNDS ASEAN FUND;E;US$;2087.37;18518.7498;38655482.77;;;;;;;
20170131;pli;B;CMEV;LU0048573645;FIDELITY FUNDS ASEAN FUND;E;US$;13494.32;18518.7498;249897935.8;;;;;;;
20170131;hab;B;CMEV;LU0261950983;FIDELITY FUNDS ASIAN SPECIAL SITUATIONS FUND;E;US$;1165674.33;13807.9536;16095577061.35;;;;;;;
20170131;pli;B;CMEV;LU0261950983;FIDELITY FUNDS ASIAN SPECIAL SITUATIONS FUND;E;US$;99542.27;13807.9536;1374475045.4;;;;;;;
20170131;cap;B;CMEV;LU0048575426;FIDELITY FUNDS EMERGING MARKETS FUND;E;US$;747505.51;14606.0637;10918113095.16;;;;;;;
20170131;hab;B;CMEV;LU0050427557;FIDELITY FUNDS LATIN AMERICA FUND;E;US$;98041.5571;19985196;1959379734.79;;;;;;;
20170131;prv;B;CMEV;LU0050427557;FIDELITY FUNDS LATIN AMERICA FUND;E;US$;134615.38;19985196;2690314753.91;;;;;;;
20170131;pli;B;CMEV;LU0050427557;FIDELITY FUNDS LATIN AMERICA FUND;E;US$;62294.81;19985196;1244973987.63;;;;;;;
20170131;cap;B;CMEV;LU0050427557;FIDELITY FUNDS LATIN AMERICA FUND;E;US$;189270.21;19985196;3782602243.81;;;;;;;
20170131;mod;B;CMEV;LU0050427557;FIDELITY FUNDS LATIN AMERICA FUND;E;US$;401579.12;19985196;8025637422.71;;;;;;;
20170131;hab;B;CMEV;LU0099405374;JULIUS BAER MULTISTOCK JAPAN STOCK FUND;E;JPY;348056.1951;116832.31;40664209283.34;;;;;;;
20170131;prv;B;CMEV;LU0099405374;JULIUS BAER MULTISTOCK JAPAN STOCK FUND;E;JPY;468504761;116832.31;54736493473.63;;;;;;;
20170131;cup;B;CMEV;LU0099405374;JULIUS BAER MULTISTOCK JAPAN STOCK FUND;E;JPY;238214829;116832.31;27831188748.32;;;;;;;
20170131;pli;B;CMEV;LU0099405374;JULIUS BAER MULTISTOCK JAPAN STOCK FUND;E;JPY;66609955;116832.31;7782194911.65;;;;;;;
20170131;cap;B;CMEV;LU0099405374;JULIUS BAER MULTISTOCK JAPAN STOCK FUND;E;JPY;344980437;116832.31;40304861359.52;;;;;;;
20170131;mod;B;CMEV;LU0099405374;JULIUS BAER MULTISTOCK JAPAN STOCK FUND;E;JPY;259979804;116832.31;30374041054.67;;;;;;;
20170131;cap;B;CMEV;LU0328437438;GOLDMAN SACHS FUNDS GOLDMAN SACHS JAPAN EQUITY PORTFOLIO;E;JPY;231032904;66007.4287;15249887938.13;;;;;;;
20170131;hab;B;CMEV;LU0049112450;FIDELITY FUNDS PACIFIC FUND;E;US$;329272.31;19732.1367;6497246232.44;;;;;;;
20170131;prv;B;CMEV;LU0181996454;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON ASIAN GROWTH FUND;E;US$;664095056;21860.4303;14517403684.26;;;;;;;
20170131;pli;B;CMEV;LU0181996454;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON ASIAN GROWTH FUND;E;US$;24789573;21860.4303;541910732.73;;;;;;;
20170131;cap;B;CMEV;LU0181996454;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON ASIAN GROWTH FUND;E;US$;256911563;21860.4303;5616197316.23;;;;;;;
20170131;mod;B;CMEV;LU0181996454;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON ASIAN GROWTH FUND;E;US$;182703483;21860.4303;3993976755.69;;;;;;;
20170131;hab;B;CMED;LU0195951966;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON EMERGING MARKETS BOND FUND;E;US$;11115.6524;16669.4703;185292037.55;;;;;;;
20170131;hab;B;CMEV;LU0396315128;ABERDEEN GLOBAL LATIN AMERICAN EQUITY FUND;E;US$;8796912;2635295.96094;23182466662.34;;;;;;;
20170131;prv;B;CMEV;LU0396315128;ABERDEEN GLOBAL LATIN AMERICAN EQUITY FUND;E;US$;694629;2635295.96094;1830552998.05;;;;;;;
20170131;cup;B;CMEV;LU0396315128;ABERDEEN GLOBAL LATIN AMERICAN EQUITY FUND;E;US$;2995553;2635295.96094;7894168721.68;;;;;;;
20170131;pli;B;CMEV;LU0396315128;ABERDEEN GLOBAL LATIN AMERICAN EQUITY FUND;E;US$;600343;2635295.96094;1582081483.08;;;;;;;
20170131;mod;B;CMEV;LU0396315128;ABERDEEN GLOBAL LATIN AMERICAN EQUITY FUND;E;US$;3262654;2635295.96094;8598058908.14;;;;;;;
20170131;cup;B;CMEV;LU0050381036;WELLINGTON MANAGEMENT PORTFOLIOS LUXEMBOURG US RESEARCH EQUITY PORTFOLIO;E;US$;114740819;51669.5181;5928602824.13;;;;;;;
20170131;pli;B;CMEV;LU0050381036;WELLINGTON MANAGEMENT PORTFOLIOS LUXEMBOURG US RESEARCH EQUITY PORTFOLIO;E;US$;33013241;51669.5181;1705778253.39;;;;;;;
20170131;hab;B;CMED;LU0360481153;MORGAN STANLEY INVESTMENT FUNDS EUROPEAN CURRENCIES HIGH YIELD BOND FUND;E;EUR;102023764;37284366;3803891357.67;;;;;;;
20170131;cap;B;CMED;LU0106253437;SCHRODER INT SELECT F EMERGING MARKETS DEBT;E;US$;332980.95;19957.29459;6645398912.01;;;;;;;
20170131;hab;B;CMEV;LU0106259988;SCHRODER INTERNATIONAL SELECTION FUND ASIAN OPPORTUNITIES;E;US$;7667714901;11485.12877;88064693009.63;;;;;;;
20170131;prv;B;CMEV;LU0106259988;SCHRODER INTERNATIONAL SELECTION FUND ASIAN OPPORTUNITIES;E;US$;7462773.67;11485.12877;85710916581.32;;;;;;;
20170131;cup;B;CMEV;LU0106259988;SCHRODER INTERNATIONAL SELECTION FUND ASIAN OPPORTUNITIES;E;US$;4978547.58;11485.12877;57179260043.87;;;;;;;
20170131;pli;B;CMEV;LU0106259988;SCHRODER INTERNATIONAL SELECTION FUND ASIAN OPPORTUNITIES;E;US$;1131913.07;11485.12877;13000167365.4;;;;;;;
20170131;cap;B;CMEV;LU0106259988;SCHRODER INTERNATIONAL SELECTION FUND ASIAN OPPORTUNITIES;E;US$;5119187.76;11485.12877;58794530621.41;;;;;;;
20170131;mod;B;CMEV;LU0106259988;SCHRODER INTERNATIONAL SELECTION FUND ASIAN OPPORTUNITIES;E;US$;2796153.6;11485.12877;32114184156.7;;;;;;;
20170131;cap;B;CMEV;LU0100915510;JB EUROLAND VALUE STOCK FD C;E;EUR;18723596;172277091;3225646651.94;;;;;;;
20170131;hab;B;CMEV;LU0155301467;PICTET JAPANESE EQUITY OPPORTUNITIES;E;JPY;150160.1521;57804.6711;8679958204.47;;;;;;;
20170131;prv;B;CMEV;LU0155301467;PICTET JAPANESE EQUITY OPPORTUNITIES;E;JPY;160339.3391;57804.6711;9268362761.07;;;;;;;
20170131;cup;B;CMEV;LU0119432846;PIONEER FUNDS EUROLAND EQUITY;E;EUR;2286398256;5809.1985;13282141319.16;;;;;;;
20170131;pli;B;CMEV;LU0119432846;PIONEER FUNDS EUROLAND EQUITY;E;EUR;97377512;5809.1985;565685296.64;;;;;;;
20170131;hab;B;CMED;LU0132199406;PIONEER FUNDS US HIGH YIELD;E;US$;3917933809;9817.4031;38463935522.07;;;;;;;
20170131;prv;B;CMED;LU0132199406;PIONEER FUNDS US HIGH YIELD;E;US$;4366705953;9817.4031;42869712559.77;;;;;;;
20170131;cup;B;CMED;LU0132199406;PIONEER FUNDS US HIGH YIELD;E;US$;3429167162;9817.4031;33665516326.64;;;;;;;
20170131;pli;B;CMED;LU0132199406;PIONEER FUNDS US HIGH YIELD;E;US$;513004723;9817.4031;5036374157.89;;;;;;;
20170131;cap;B;CMED;LU0132199406;PIONEER FUNDS US HIGH YIELD;E;US$;3387677.36;9817.4031;33258194215.86;;;;;;;
20170131;mod;B;CMED;LU0132199406;PIONEER FUNDS US HIGH YIELD;E;US$;1724743623;9817.4031;16932503391.15;;;;;;;
20170131;hab;B;CMEV;LU0067412154;UBS(LUX) EQUITY FUND CHINA OPPORTUNITY (USD);E;US$;1475934;586507.1043;865645776.48;;;;;;;
20170131;pli;B;CMEV;LU0067412154;UBS(LUX) EQUITY FUND CHINA OPPORTUNITY (USD);E;US$;538347;586507.1043;315744340.08;;;;;;;
20170131;hab;B;CMED;LU0107852435;JULIUS BAER MULTIBOND LOCAL EMERGING BOND FUND;E;US$;225159328;197113.7286;44381994671.15;;;;;;;
20170131;prv;B;CMED;LU0107852435;JULIUS BAER MULTIBOND LOCAL EMERGING BOND FUND;E;US$;206923404;197113.7286;40787443697.04;;;;;;;
20170131;cup;B;CMED;LU0107852435;JULIUS BAER MULTIBOND LOCAL EMERGING BOND FUND;E;US$;136514496;197113.7286;26908881314.51;;;;;;;
20170131;pli;B;CMED;LU0107852435;JULIUS BAER MULTIBOND LOCAL EMERGING BOND FUND;E;US$;20600493;197113.7286;4060639986.23;;;;;;;
20170131;cap;B;CMED;LU0107852435;JULIUS BAER MULTIBOND LOCAL EMERGING BOND FUND;E;US$;132890489;197113.7286;26194539782.27;;;;;;;
20170131;mod;B;CMED;LU0107852435;JULIUS BAER MULTIBOND LOCAL EMERGING BOND FUND;E;US$;73489664;197113.7286;14485821684.6;;;;;;;
20170131;pli;B;CMEV;LU0261948904;FIDELITY F IBERIA FUND;E;EUR;11404.37;10396869;118569740.92;;;;;;;
20170131;prv;B;CMED;LU0468140883;JPMORGAN INVESTMENT FUNDS GLOBAL HIGH YIELD BOND FUND;E;US$;14917.61;113935.0833;1699639137.99;;;;;;;
20170131;pli;B;CMED;LU0468140883;JPMORGAN INVESTMENT FUNDS GLOBAL HIGH YIELD BOND FUND;E;US$;4009634;113935.0833;456837983.79;;;;;;;
20170131;cap;B;CMED;LU0468140883;JPMORGAN INVESTMENT FUNDS GLOBAL HIGH YIELD BOND FUND;E;US$;18770788;113935.0833;2138651294.39;;;;;;;
20170131;hab;B;CMED;LU0046676465;BLACKROCK GLOBAL F US DOLLAR HIGH YIELD BOND;E;US$;289961853;19810.0011;5744144626.89;;;;;;;
20170131;prv;B;CMED;LU0046676465;BLACKROCK GLOBAL F US DOLLAR HIGH YIELD BOND;E;US$;697019.79;19810.0011;13807962806.62;;;;;;;
20170131;cup;B;CMED;LU0046676465;BLACKROCK GLOBAL F US DOLLAR HIGH YIELD BOND;E;US$;480665.04;19810.0011;9521974971.13;;;;;;;
20170131;pli;B;CMED;LU0046676465;BLACKROCK GLOBAL F US DOLLAR HIGH YIELD BOND;E;US$;179756.35;19810.0011;3560973491.23;;;;;;;
20170131;cap;B;CMED;LU0046676465;BLACKROCK GLOBAL F US DOLLAR HIGH YIELD BOND;E;US$;207035.82;19810.0011;4101379821.94;;;;;;;
20170131;hab;B;CMEV;LU0072462343;BLACKROCK GLOBAL FUNDS ASIAN DRAGON FUND;E;US$;2101753.6;23002.4415;48345464231.41;;;;;;;
20170131;prv;B;CMEV;LU0072462343;BLACKROCK GLOBAL FUNDS ASIAN DRAGON FUND;E;US$;1611726.82;23002.4415;37073651891.03;;;;;;;
20170131;cup;B;CMEV;LU0072462343;BLACKROCK GLOBAL FUNDS ASIAN DRAGON FUND;E;US$;1561475.44;23002.4415;35917747462.29;;;;;;;
20170131;pli;B;CMEV;LU0072462343;BLACKROCK GLOBAL FUNDS ASIAN DRAGON FUND;E;US$;274920.25;23002.4415;6323836967.79;;;;;;;
20170131;cap;B;CMEV;LU0072462343;BLACKROCK GLOBAL FUNDS ASIAN DRAGON FUND;E;US$;1157237.43;23002.4415;26619286285.19;;;;;;;
20170131;prv;B;CMEV;LU0231477265;ABERDEEN GLOBAL ASIA PACIFIC EQUITY FUND;E;US$;301954974;48471.49742;14636209743.2;;;;;;;
20170131;cap;B;CMEV;LU0231477265;ABERDEEN GLOBAL ASIA PACIFIC EQUITY FUND;E;US$;262635938;48471.49742;12730357191.17;;;;;;;
20170131;mod;B;CMEV;LU0231477265;ABERDEEN GLOBAL ASIA PACIFIC EQUITY FUND;E;US$;86774375;48471.49742;4206083893.93;;;;;;;
20170131;hab;B;CMED;LU0398248921;ROBECO CAPITAL GROWTH FUNDS ROBECO HIGH YIELD BONDS;E;US$;361488.6142;166681.7256;60253545999.61;;;;;;;
20170131;prv;B;CMED;LU0398248921;ROBECO CAPITAL GROWTH FUNDS ROBECO HIGH YIELD BONDS;E;US$;352641.6388;166681.7256;58778916873.6;;;;;;;
20170131;cup;B;CMED;LU0398248921;ROBECO CAPITAL GROWTH FUNDS ROBECO HIGH YIELD BONDS;E;US$;252399.5793;166681.7256;42070397418.44;;;;;;;
20170131;cup;B;CMED;LU0579622084;ROBECO CAPITAL GROWTH FUNDS ROBECO HIGH YIELD BONDS;E;US$;103198.7547;91471.2039;9439714333.39;;;;;;;
20170131;pli;B;CMED;LU0579622084;ROBECO CAPITAL GROWTH FUNDS ROBECO HIGH YIELD BONDS;E;US$;49289.6625;91471.2039;4508584768.7;;;;;;;
20170131;pli;B;CMED;LU0398248921;ROBECO CAPITAL GROWTH FUNDS ROBECO HIGH YIELD BONDS;E;US$;40285.8081;166681.7256;6714908011.3;;;;;;;
20170131;cap;B;CMED;LU0398248921;ROBECO CAPITAL GROWTH FUNDS ROBECO HIGH YIELD BONDS;E;US$;270736.8206;166681.7256;45126880441.07;;;;;;;
20170131;mod;B;CMED;LU0398248921;ROBECO CAPITAL GROWTH FUNDS ROBECO HIGH YIELD BONDS;E;US$;189837.9303;166681.7256;31642513806.74;;;;;;;
20170131;hab;B;CMEV;LU0106820292;SCHRODER INTERNATIONAL SELECTION FUND EMERGING EUROPE;E;EUR;778569.72;20889.16988;16263675144.5;;;;;;;
20170131;pli;B;CMEV;LU0106820292;SCHRODER INTERNATIONAL SELECTION FUND EMERGING EUROPE;E;EUR;50224.55;20889.16988;1049149157.1;;;;;;;
20170131;cap;B;CMEV;LU0106820292;SCHRODER INTERNATIONAL SELECTION FUND EMERGING EUROPE;E;EUR;329935.97;20889.16988;6892088526.85;;;;;;;
20170131;prv;B;CMEV;LU0278091540;VONTOBEL FUND FAR EAST EQUITY;E;US$;137253055;99744.2964;13690209399.73;;;;;;;
20170131;cup;B;CMEV;LU0278091540;VONTOBEL FUND FAR EAST EQUITY;E;US$;75367.13;99744.2964;7517441353.54;;;;;;;
20170131;cap;B;CMEV;LU0278091540;VONTOBEL FUND FAR EAST EQUITY;E;US$;113651784;99744.2964;11336117229.68;;;;;;;
20170131;prv;B;CMEV;LU0278093082;VONTOBEL FUND EMERGING MARKETS EQUITY;E;US$;79938054;104740.5954;8372759371.08;;;;;;;
20170131;cup;B;CMEV;LU0278093082;VONTOBEL FUND EMERGING MARKETS EQUITY;E;US$;48972732;104740.5954;5129433108.04;;;;;;;
20170131;cap;B;CMEV;LU0278093082;VONTOBEL FUND EMERGING MARKETS EQUITY;E;US$;60839342;104740.5954;6372348904.82;;;;;;;
20170131;hab;B;CMEV;LU0248056540;JPMORGAN FUNDS LATIN AMERICA EQUITY FUND;E;US$;431888941;10128.8607;4374542921.26;;;;;;;
20170131;prv;B;CMEV;LU0248053877;JPMORGAN FUNDS GREATER CHINA FUND;E;US$;41279759;82834.7442;3419398277.4;;;;;;;
20170131;pli;B;CMEV;LU0248053877;JPMORGAN FUNDS GREATER CHINA FUND;E;US$;15899529;82834.7442;1317033417.62;;;;;;;
20170131;cap;B;CMEV;LU0248053877;JPMORGAN FUNDS GREATER CHINA FUND;E;US$;64891193;82834.7442;5375245372.99;;;;;;;
20170131;hab;B;CMEV;LU0248056110;JPMORGAN FUNDS JAPAN EQUITY FUND;E;US$;614114.1439;86857.7382;53340565535.78;;;;;;;
