"";"x"
"recursos_familia";0,541524740491344
"educ_padres";0,628356763573469
"educ_propia";0,204206341109061
"ambicion";0,149140429421121
"trabajo_duro";0,0286815887776057
"contactos_personales";0,267167870076716
"contactos_politicos";0,373624242378047
"coimas";0,625109681169571
"raza_etnia";0,598327113404647
"religion";0,543208478096429
