"";"x"
"recursos_familia";0,716196830517614
"educ_padres";0,680738372583282
"educ_propia";0,700883675278837
"ambicion";0,624226507073695
"trabajo_duro";0,539862361837351
"contactos_personales";0,83357807491725
"contactos_politicos";0,78908139157648
"coimas";0,809743069951485
"raza_etnia";0,772801805257913
"religion";0,820632395079868
